instance,pcm_intensity,pcm_loudness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,lspFreq_0,lspFreq_1,lspFreq_2,lspFreq_3,lspFreq_4,lspFreq_5,lspFreq_6,lspFreq_7,pcm_zcr,voiceProb,F0,F0env,pcm_RMSenergy,class
111_makeup_2,4.30176114545047E-006,1.1418944834,-3.2828540668,-4.231981931,-6.1835877914,-16.7837188246,-23.0304383577,-12.5465120701,-15.7613445835,-0.4921200553,-18.817422314,-5.4282856181,-14.3726891531,-8.0368241945,0.2100315582,0.4483534617,0.7471136025,1.0348174713,1.2774124344,1.4047846639,1.7850083607,2.5899148053,0.0548243994,0.6682096949,171.6061815934,162.8027872746,4.30176114545047E-006,0
111_makeup_3,5.31686924038968E-006,1.0777180192,-6.2183238183,-9.2641702611,0.3454366316,-15.8492553172,-21.8348945287,-13.2037068998,-15.7361748317,-1.9026309465,-19.8594905668,1.5777901671,-12.1492310783,-6.7697602917,0.2349876978,0.4450063117,0.7293247248,1.0494501904,1.2868013811,1.4003413339,1.7567855979,2.5704469808,0.0577018197,0.6370867115,189.7100763926,203.4501938811,5.31686924038968E-006,0
111_makeup_4,4.55808676673841E-006,1.0719906484,-6.6232224969,-8.3837028653,-1.3521204905,-14.9323360811,-28.5707111061,-15.3963471629,-14.4591623927,-0.9457463109,-20.6708063917,-1.303790299,-9.1404198879,-4.4517471371,0.2395869671,0.4483038362,0.7456417045,1.0303220584,1.2688051111,1.3956211797,1.774428695,2.5927720757,0.0559874327,0.6170565868,189.8682726563,192.496408487,4.55808676673841E-006,0
111_makeup_5,6.98524784156898E-006,1.320852823,-0.6272267176,-11.9083498803,-6.5900622066,-11.649406498,-19.7255338332,-9.7788940155,-14.8187494309,-1.9946671742,-20.1514351834,-4.4149112461,-17.4428171658,-10.3222672445,0.1998444045,0.3967040608,0.7178327249,1.0451685594,1.2829586985,1.4058825625,1.8093071262,2.5950504681,0.0413155751,0.6940030825,171.3075959418,168.6378809926,6.98524784156898E-006,0
111_makeup_6,6.99731014487832E-006,1.3728325658,-1.7951565872,-8.4703797648,-1.7254249683,-17.656374485,-26.015513492,-12.929685597,-25.6051725967,-1.6143878563,-21.1735754016,3.3190595833,-18.33063892,-10.1403599686,0.2089873681,0.4114017968,0.7208309521,1.0502014409,1.2837856711,1.4024431654,1.8009266863,2.5993484468,0.0406513177,0.7282197321,179.0190372667,172.0137072624,6.99731014487832E-006,0
112_makeup_1,1.73249246974517E-006,0.7487089746,-10.0209372666,-15.3715675077,-5.6662989549,-11.4560685305,-18.0604351906,-7.5948027279,-16.9020650607,-3.389300482,-6.8513223782,-6.207981243,-10.637679072,-8.489686471,0.2690779354,0.4453334396,0.7361982227,1.0608917389,1.2835371439,1.3717752727,1.7628174697,2.5877013889,0.0769137447,0.5841279975,166.8344974026,161.5673878283,1.73249246974517E-006,0
112_makeup_2,2.14460577120191E-006,0.8080531987,-9.1969764864,-12.8148382603,-9.8437973939,-10.4307089291,-20.1109411454,-11.3732578422,-20.7834170361,-7.4322122701,-6.539156825,-5.5340260379,-9.5202184388,-10.6981479927,0.2572249895,0.4483387951,0.7654683313,1.0630737694,1.281007595,1.3735328427,1.7621196424,2.5836079065,0.0693119123,0.595614905,180.0577325381,172.3047791395,2.14460577120191E-006,0
112_makeup_3,3.75766579950727E-006,1.0286292943,-4.2458920651,-15.0633805811,-11.5025322076,-12.7209353097,-22.2106555183,-14.0190018002,-28.004719626,-11.8935939544,-6.1649132504,-0.9550477696,-5.2013838765,-12.9144317258,0.2188743973,0.3955066706,0.7339704426,1.0655102723,1.2897618997,1.3823660934,1.8036168651,2.5985536644,0.0503847647,0.7010872325,175.9374207469,166.4611168512,3.75766579950727E-006,0
112_makeup_4,0.000002809,0.8714152951,-5.1605239005,-16.3554762591,-18.6531092732,-16.8576076441,-15.8178986985,-1.4451891761,-23.6347764351,-11.0454759533,-4.0729904139,-1.0381378469,-7.3156179329,-13.0680162394,0.2233657077,0.4071439996,0.7393326772,1.0532379409,1.2869948147,1.3729752548,1.8152216795,2.6096976062,0.0594587608,0.6150891367,177.0248191083,149.3609104633,0.000002809,1
112_makeup_5,2.14552886828036E-006,0.8125493582,-6.3753818114,-14.0018045103,-8.6036435492,-10.0521903747,-14.5789558774,-10.0410565209,-18.9807348788,-7.5198819101,-9.1608719953,-3.7291394558,-11.0484572439,-11.4895334917,0.2347076048,0.4240410608,0.7273014191,1.0393485843,1.2833199893,1.3712878277,1.777534686,2.5966707012,0.0548296785,0.6336063727,181.7886676339,178.4353573171,2.14552886828036E-006,0
112_makeup_6,2.54340021031319E-006,0.7520013761,-8.8794868188,-15.0915386092,-9.059387035,-7.598928423,-18.0520453859,-12.53349636,-21.1307159924,-9.5685347128,-1.3375341,1.5076498965,-9.1304377175,-12.1101335063,0.2546105543,0.4204647593,0.7537250531,1.0577482177,1.2832650069,1.3669348299,1.7536276736,2.5933607402,0.0648180005,0.6001033041,170.5319181919,156.5109027126,2.54340021031319E-006,0
112_makeup_7,2.136324906525E-006,0.7439759146,-10.7988157139,-14.4392952103,-7.8810653787,-8.0601919968,-15.3423714365,-11.3146852335,-20.6818634029,-5.0509695369,-2.7143044407,-1.4028103903,-9.3354176034,-9.4853685589,0.2759871393,0.448012086,0.7607092684,1.0665374911,1.2882098915,1.3673276938,1.7513876744,2.5829527132,0.0750068527,0.5852268492,176.7540488372,169.3669043217,2.136324906525E-006,0
113_makeup_1,2.60730268679256E-007,0.4841551466,-7.7862334998,-7.3761672157,5.3086645131,-20.7215454895,-22.0854397338,-14.1314365743,-7.437776358,-13.5340467472,-24.4494491891,-17.1108638778,-33.6117456566,-6.640778262,0.232704684,0.4744713511,0.6866634872,0.9414782354,1.2581354627,1.4185649205,1.934772,2.6342681185,0.0570521962,0.7960508189,211.7668273723,207.4808281656,2.60730268679256E-007,0
113_makeup_2,1.95490665262968E-007,0.4402144647,-4.597385863,-8.5816444838,6.1621011163,-21.1504095562,-19.2012749795,-14.4882301023,-3.5524222225,-14.3494405429,-19.4381038329,-13.5375742806,-34.1501642104,-10.4062664409,0.2122097082,0.4475284846,0.6742450178,0.9578146364,1.2765208114,1.415530972,1.967669972,2.64209097,0.0466364468,0.7679719742,185.1471671463,181.53341286,1.95490665262968E-007,0
113_makeup_3,3.32189382546164E-007,0.4979945809,-8.9190523905,3.9539441129,2.6633749115,-14.0145892849,-19.0306018841,-16.5056570511,1.6503664264,-25.08360292,-25.5448201327,-11.6033868978,-27.2922260518,-4.2593354134,0.2072918716,0.5111579196,0.7699048029,1.0193343412,1.3164534245,1.4262436204,1.9720219878,2.6345677959,0.0682813096,0.7453529118,244.3888305495,209.7520237143,3.32189382546164E-007,0
113_makeup_4,1.35325765297831E-007,0.3646067963,-6.2776265867,-9.1274784529,4.3462564333,-12.8126781863,-20.8984667981,-6.6660363935,0.4504952853,-15.8144774324,-17.1075100846,-19.339320192,-27.6105964484,-11.1085153837,0.2448846199,0.4544220901,0.6945090837,0.9739545913,1.2722302756,1.4354666859,1.9592836731,2.6418920737,0.0514273421,0.6985864542,212.7878712551,211.3847202885,1.35325765297831E-007,0
113_makeup_5,1.3476173738138E-007,0.3881539023,-3.5011720161,-7.3005667831,2.9586242174,-24.1348532615,-17.6213688628,-18.3372896838,-3.9548935816,-12.2623319304,-14.1613920863,-9.3427444579,-33.9008942525,-9.9295033251,0.2052032922,0.445833386,0.6845244475,0.9401626998,1.2811103283,1.4066564283,1.9605704585,2.6425526151,0.039390001,0.7521641662,196.3632337004,184.660713,1.3476173738138E-007,1
113_makeup_6,1.27827312409732E-007,0.3667658267,-6.3881213862,-11.5903980496,-1.7079034847,-16.7920433358,-17.6724476211,-12.5297747632,-4.4200548545,-12.3556305487,-16.8877909473,-17.2965701145,-26.221519755,-10.4098571739,0.231063115,0.4529273169,0.6980928247,0.9598601682,1.275430486,1.4383653499,1.9936776902,2.6500970328,0.0582119467,0.7285271373,220.9818812883,214.5203733414,1.27827312409732E-007,1
113_makeup_7,2.04368186969093E-007,0.4150473146,-2.9865225332,-6.4437168534,7.2497475691,-21.2944893099,-18.9079566587,-11.7738969559,-8.1048944999,-8.6015838834,-16.8303049065,-11.9851938595,-31.0074011698,-13.8256052842,0.2034555113,0.4432637655,0.667758098,0.9945700535,1.2830447159,1.4333427181,1.9963688702,2.6552665369,0.0409357444,0.7308694984,202.8453555556,188.7270624161,2.04368186969093E-007,0
114_perfume_1,3.75381255141232E-006,1.0294033403,-7.1013152701,-5.6558326354,-0.8680297279,-8.7917338126,-14.0696287557,-12.3861311154,-14.6950450801,-19.8779299603,-14.0812589546,-19.3960097582,-13.5078267073,-12.4547737844,0.2373458163,0.4526459998,0.7468387686,1.0060176802,1.2580463034,1.4078749601,1.8629097814,2.605228192,0.0608485686,0.723108885,194.2874609453,201.2052863118,3.75381255141232E-006,1
114_perfume_2,4.89194902310922E-006,1.0691752337,-7.009933591,-4.2373231305,-4.5858748719,-12.4726142505,-12.2405787551,-13.1113926898,-16.5538934426,-20.2056998105,-14.9432694511,-12.0779722684,-10.7395363615,-12.6131186217,0.2277566325,0.4592367041,0.761125151,1.0166496672,1.2662523088,1.3909860709,1.8556033108,2.5995389595,0.0606791057,0.7160216514,204.4662934783,198.5521394257,4.89194902310922E-006,1
114_perfume_3,3.99690337301289E-006,1.0216136528,-4.6231836216,-4.7773615891,-6.5406461823,-9.512762177,-9.5357511561,-14.6173749262,-17.8203511795,-19.0490400201,-9.9349980404,-13.1228468696,-8.8813442225,-15.1212317598,0.2117343278,0.4338594831,0.7499646197,0.9795035571,1.2453621182,1.3892002294,1.8658363492,2.6124345155,0.0475589077,0.7130259143,204.031659364,195.6312843299,3.99690337301289E-006,1
114_perfume_4,0.000003533,0.8583205488,-10.0062882469,-3.164558053,-0.2425734535,-3.8593496392,-13.8109496009,-13.0120641838,-13.9570293546,-14.8801346706,-7.5794669365,-10.8440845698,-10.719470816,-5.6639681368,0.2519893983,0.4968074943,0.7823143635,1.0134711492,1.259257273,1.3820137581,1.7860551315,2.5739420368,0.0726435957,0.6068950966,194.294283376,177.4399269448,0.000003533,1
115_makeup_1,1.24198508475841E-007,0.3550307364,-9.5842505815,-14.5594158365,-3.3619027122,-11.8757146749,-23.7115084422,-11.3374311038,-8.2383068126,-3.9530789788,-15.7726214622,-11.4826088163,-24.4383537792,-8.4388070526,0.2562079216,0.4444690747,0.707717309,1.0250179973,1.2522483329,1.4096733025,1.928597981,2.6396154494,0.0717272807,0.6522415644,221.3692669829,213.6356791139,1.24198508475841E-007,0
115_makeup_2,1.19270156393699E-007,0.3236912456,-8.8300697205,-9.4400406176,-1.2037219593,-12.7871865471,-26.8196447743,-19.2788735783,-1.9980504259,-1.1553366985,-11.1417727735,-15.7779787334,-25.1810123564,-7.6487329739,0.2549954696,0.4554489436,0.7430149955,1.0360167866,1.2817161732,1.4356867471,1.9885043813,2.6484486342,0.0648196833,0.6842947449,214.7536217439,209.8267109533,1.19270156393699E-007,0
115_makeup_3,1.59101297639301E-007,0.3911519437,-5.5713311875,-10.0578348645,-1.4252073882,-15.0885615551,-21.8574831738,-18.068877337,-6.9822863949,-7.0339426382,-14.0047872043,-12.0490202317,-29.9929676102,-11.3648144317,0.2278035682,0.4531236386,0.7097825579,0.9818094022,1.2812949016,1.4141738597,1.9395257304,2.6401788124,0.0540585619,0.7357237907,204.9765189189,201.4789511475,1.59101297639301E-007,0
115_makeup_4,1.78881111000036E-007,0.4295042867,-5.9637037718,-13.296122604,1.9249193934,-20.6814207872,-19.5929876695,-15.4077042156,-5.3382689439,-6.8165474781,-16.7946353564,-15.5192126707,-30.1697352373,-7.9579693579,0.2395832611,0.4430898042,0.6606671558,0.9521989723,1.2588611781,1.418887094,1.9820019701,2.6425153296,0.0586714437,0.7091518045,198.8971167842,190.8452644801,1.78881111000036E-007,0
115_makeup_5,1.03397112556059E-007,0.3566610005,-4.4131843887,-7.245110037,2.2095181019,-19.8504164434,-13.8878728499,-9.1434098252,-10.0755388962,-7.4793269227,-12.9878387535,-11.0069610124,-27.0919258945,-12.3222456859,0.2139453311,0.4542688438,0.6791748578,0.9812074504,1.2676018217,1.409455343,1.973427719,2.6483039167,0.0505193736,0.7143957533,207.4427426434,208.9693858527,1.03397112556059E-007,0
116_makeup_1,0.000002915,0.8908120067,-9.4319705305,-12.9557064847,-2.9380380529,-9.0003581818,-20.6946844983,-14.1274634403,-22.80113573,-7.2397166509,-9.3683416824,-3.767093148,-12.9299912126,-13.4626888003,0.2727677251,0.4356713495,0.7465342691,1.0610029101,1.2899073065,1.3771300864,1.769096932,2.5842869793,0.0673957922,0.6630109267,192.0260182109,187.0948231221,0.000002915,0
116_makeup_2,0.000001785,0.7549692131,-9.0731761901,-6.4812372748,-8.1095314451,-10.2796553202,-16.2608186047,-9.5998395133,-20.0040690227,-7.4526619176,-6.7781479813,-1.916832627,-10.1378045435,-9.2946217503,0.2634325903,0.4677771555,0.7962258044,1.0679128782,1.2745032907,1.3683489493,1.7619303634,2.5895347907,0.0728070429,0.6147990425,169.0988245614,161.5561355066,0.000001785,0
116_makeup_3,2.22762602120349E-006,0.7925767518,-7.1005663028,-12.4835258642,-8.7098113383,-12.7369323286,-18.2320842926,-8.8264688877,-20.7278136042,-7.3750219488,-6.6973272446,-1.0104724448,-8.9810102881,-11.0368187276,0.2497274982,0.434927188,0.7501071752,1.0681848816,1.2817289143,1.3723701728,1.7793795279,2.5917570014,0.0634793183,0.6183536193,172.9206436975,166.0669280136,2.22762602120349E-006,0
116_makeup_4,1.31133504368908E-006,0.6319720314,-10.4380055738,-14.3950349275,-4.723914772,-6.9149421116,-18.1277078134,-12.4245457896,-17.670146854,-4.350482041,-8.7693274633,-6.4443551004,-12.4582260914,-10.0389599169,0.2802102039,0.4480196329,0.7484659252,1.0588814188,1.2829527789,1.3677368355,1.7499936478,2.5964601465,0.0722614436,0.5597972188,190.7165971014,168.1699084833,1.31133504368908E-006,0
116_makeup_5,1.18192456970775E-006,0.6248271826,-8.6521610861,-12.7701774458,-8.7181875146,-7.3998840684,-18.3499556742,-11.0797507019,-18.8119925375,-4.8239180502,-0.3158998095,-1.9788892426,-9.8721597636,-7.7833629976,0.262830542,0.4393330287,0.7761661241,1.0656841399,1.2819393776,1.3662339286,1.7483777886,2.587806086,0.0677016571,0.5345498448,165.7854680597,146.4389734111,1.18192456970775E-006,0
117_perfume_1,2.97084694697805E-006,0.9069233298,-5.0647508537,-5.5336575034,-7.8094945803,-8.8283289582,-8.7094438298,-13.0774889659,-19.847529465,-15.9218781094,-10.1287855741,-16.0166379425,-14.0815803677,-12.3892190402,0.2063747476,0.4426406095,0.7462335914,0.9974741734,1.2538372196,1.4055811875,1.8630214429,2.6093270304,0.0560840576,0.6809150566,206.6457308743,188.8739407143,2.97084694697805E-006,1
117_perfume_2,0.000003466,0.8827690871,-9.3189405273,-6.326203824,-1.6884562264,-3.819179195,-11.9789975493,-10.0046688792,-13.3885556352,-17.8671091646,-13.3575256203,-14.989966383,-13.4040992407,-10.9040058142,0.240608932,0.4567476228,0.7635735579,0.9992484885,1.2444277808,1.3918914172,1.8476225179,2.6104196146,0.0601706376,0.6505761122,207.0830340517,203.5912939073,0.000003466,1
117_perfume_3,3.57466015641516E-006,0.9272205079,-5.8345611338,-4.4141867459,-1.0855682513,-5.7989472588,-15.292006378,-15.0674630596,-13.2646676731,-19.6685583766,-11.7531850766,-13.696210255,-14.6512510476,-10.5146284313,0.2205827094,0.4562121826,0.7415517741,0.9899552594,1.2402440785,1.4007612217,1.8730617834,2.6169561438,0.0481919029,0.702440958,197.3914627273,196.9811451269,3.57466015641516E-006,1
117_perfume_4,2.31234958759787E-006,0.8671425602,-8.6866894519,-5.8434627942,-2.9199619243,-3.4506038232,-13.5245292873,-11.9712064858,-8.591545426,-16.7077728632,-16.834490171,-20.4982601725,-11.731308756,-10.0396296123,0.2435996095,0.4788587248,0.7760868057,0.992771122,1.2382321688,1.393659,1.860821773,2.6044442872,0.0677005987,0.6657387631,208.822308377,197.1536433333,2.31234958759787E-006,1
117_perfume_5,2.89341447225153E-006,0.7627216451,-6.495722348,-3.712303642,-5.0095081995,-5.8804339103,-6.2793451144,-8.2987785426,-9.7956955915,-14.7783636389,-12.1410960412,-5.0703578143,-4.9270385724,-8.2401425896,0.237723011,0.4620145804,0.7713700732,0.9995974378,1.267957441,1.4014773686,1.8358421019,2.603475311,0.0598599005,0.5965748162,215.1316401266,221.2333995308,2.89341447225153E-006,1
119_makeup_1,2.88276541833408E-007,0.5245167467,-1.8768648284,4.6102746208,-2.1915837911,-7.5867260857,-1.3807789225,3.8955952998,-3.9519874613,7.695147095,-5.0773901376,4.7408054428,-5.8312483558,5.7500463725,0.1943153524,0.5033243196,0.7761477198,1.0445270419,1.2789327663,1.3908255864,1.79204326,2.6198024952,0.0442901234,0.6175316743,202.0742681604,202.8833195021,2.88276541833408E-007,0
119_makeup_2,3.55890755212647E-007,0.5264250179,-1.0498100052,-1.4269269581,-5.5626908327,-7.8258121348,-3.4555397344,2.6246811894,-2.1227655362,8.4886661987,-7.2441995847,4.9430632152,-7.6904272003,4.5626401248,0.1938154716,0.4642994544,0.762723475,1.0409431721,1.2628216176,1.3777963824,1.7976857059,2.6132843912,0.0389019265,0.6187460876,200.1610536082,189.8387510882,3.55890755212647E-007,0
119_makeup_3,5.06947823432029E-007,0.6028337125,1.0752870711,0.4866696756,-5.4055280988,-1.1604074119,-2.290921934,4.1279711447,-4.9366536668,8.3728205475,-2.8892017068,8.4838230152,-6.4477499321,6.0965415705,0.1902741452,0.4883347722,0.8079570091,1.0636750136,1.2754578195,1.4099489716,1.8596714625,2.6301416491,0.0491541608,0.6288042499,200.9060067601,177.6187190467,5.06947823432029E-007,0
119_makeup_4,6.18787285613263E-007,0.6183846825,1.6177624763,2.684317558,-0.4091405488,-2.5068130103,-1.9134956988,7.6160433195,-2.1995963936,9.1330875695,-2.0309288934,7.0101787675,-6.976445467,1.6805138375,0.1726955361,0.4774766263,0.7783093752,1.0400613756,1.2630889,1.3857902444,1.8070795241,2.624922437,0.02984789,0.6021871546,187.9783137725,191.3129501296,6.18787285613263E-007,0
121_movies_1,5.19609799969551E-007,0.5630542806,-2.487867236,-6.4164952626,-6.4240399358,-14.0800510325,-16.0313565821,-23.1522455779,-18.5239291732,-15.4284120341,-2.1381931232,-4.3432325661,-2.7886943574,-11.8162262563,0.1740448197,0.4120679935,0.6992106704,0.9324882192,1.223426263,1.4163740206,1.9714019758,2.6452354388,0.0429220583,0.5621730627,180.321466805,176.1671701818,5.19609799969551E-007,0
121_movies_2,4.20424291369482E-007,0.5564553248,-3.9090571485,-5.16747482,-7.1622332922,-14.9222612018,-16.5546125936,-20.546489969,-18.9211312023,-20.155403857,-3.2336603464,-6.4581974897,-2.0342511997,-11.651364133,0.1800668584,0.4173428294,0.7101011971,0.9149264762,1.1909611324,1.4150808077,1.985111638,2.6468019412,0.0433187151,0.5772314319,161.0162794964,159.3021284163,4.20424291369482E-007,0
121_movies_3,5.42659682320287E-007,0.5062772069,-5.5778094997,-10.4512614793,-8.334385641,-13.3422518387,-15.8401287547,-20.439283295,-15.1922459623,-17.6803711626,0.7982746343,-5.230946864,-2.514205231,-10.8571766732,0.1963478009,0.4090239972,0.7018168075,0.9215589675,1.2188276166,1.4237846119,1.9734496608,2.6547733112,0.0485738202,0.5120652181,198.427596092,166.8225850816,5.42659682320287E-007,1
121_movies_4,5.50250610007699E-007,0.5500978371,-5.4864304418,-6.8600426355,-9.2735769282,-17.0093721727,-13.2462598981,-17.0665232733,-17.0336802739,-15.6528601092,-1.1566810994,-3.5059374686,-1.5576951418,-13.5630940259,0.1957562845,0.4300147905,0.7115060824,0.9271187843,1.2092674555,1.4121726017,1.9585057945,2.6448790636,0.0483158412,0.5197166976,168.7488266667,170.6535319492,5.50250610007699E-007,1
122_movies_1,8.82401550158178E-008,0.2841337494,-15.7149313608,-17.9313893157,-3.4822912304,-21.2932658599,-11.2610524304,-5.2683983042,-26.0039430257,2.8593463096,0.222745018,5.3038027316,-1.0351575863,-6.2411176584,0.3184452797,0.4867520203,0.6992479617,0.9983232238,1.2999583271,1.4110874322,1.9660338154,2.6478838715,0.107374961,0.4422003561,158.6392490385,151.0977239953,8.82401550158178E-008,1
122_movies_2,6.58955354686079E-008,0.2430687607,-19.1390692094,-14.7795051556,-0.8325255381,-18.3693921434,-13.8170479617,-9.4479635774,-16.1429776076,3.9444486298,-5.3450461286,1.6485602018,0.9030264995,-3.1162946197,0.3391342173,0.5102429485,0.7221128831,1.0261263085,1.2983019316,1.4160892009,1.9571828932,2.6510190919,0.101525754,0.4238572429,186.7057272222,222.0822796795,6.58955354686079E-008,1
122_movies_3,3.87378924137724E-008,0.2486328091,-23.2972654813,-11.45934094,12.2929819112,-18.1685492776,-15.1267631814,-9.2648451299,-24.4855111478,0.5177649679,-14.0535338575,1.4636568656,4.5514348358,-6.8914242806,0.3872765493,0.5186275985,0.7143906004,1.0298469179,1.300181653,1.4067920149,1.9344689776,2.643407959,0.1226099795,0.4279070343,163.321,131.2874200373,3.87378924137724E-008,1
122_movies_4,3.57842205736379E-008,0.223548201,-19.9321091534,-13.6198561745,3.2468965577,-15.7795641495,-14.8386746367,-5.5092923253,-18.0910987007,2.1886890478,-2.9141297815,1.586053543,4.2542271051,-2.3930312091,0.3601539491,0.5060029134,0.7184498234,1.0291024708,1.3037317935,1.4164841815,1.9638093522,2.6463517976,0.1113849735,0.4204251855,216.2505763251,211.1379087719,3.57842205736379E-008,1
122_movies_5,4.76830682352298E-008,0.2308676078,-15.8994088228,-17.5918814566,-3.9506497265,-17.0043228384,-10.7748071813,-7.9093674058,-19.8282978874,2.9769382275,-4.8276178919,6.2499752133,1.9146599474,-5.2402253963,0.3133942591,0.4924810874,0.709146258,1.0281090578,1.3060804145,1.4163809793,1.9790360363,2.6526396244,0.0941262423,0.4250391605,192.1629851852,189.5200556995,4.76830682352298E-008,1
126_movies_1,1.85293111116189E-008,0.1969103562,-20.3421669622,-7.5107575049,-3.9808016178,-11.2379733433,-9.6791606169,-6.8311310681,-18.2217039069,-3.0077324517,7.3984617988,-3.131590429,-0.98705357,-2.250823765,0.3622234844,0.5454121121,0.7673460883,1.0574372541,1.3049216743,1.4107292117,1.890410202,2.6324665407,0.1273724942,0.4341341967,209.3915264368,163.6053964169,1.85293111116189E-008,0
126_movies_2,6.53642402142457E-008,0.2331232148,-15.7295869185,-15.9444546559,3.161954649,-10.7008704939,-11.4336184659,-3.2768915653,-19.1668146729,1.2557901603,-2.930085601,0.1600366418,-3.7604040085,-7.2562532674,0.3257149573,0.5008135213,0.7034845423,1.0125890885,1.3026220827,1.4330481339,1.9935637034,2.6515837913,0.0958968993,0.5041262572,187.3174378788,171.0572445013,6.53642402142457E-008,0
126_movies_3,1.81530796197592E-008,0.1728035553,-15.045434802,-14.8052126412,-1.0921830756,-3.8502556759,-20.2901400861,-11.8233167474,-16.1187733898,-5.6269618316,-0.0532505601,3.4714486184,3.242853953,-2.0853482596,0.3128723339,0.4708605069,0.7693633061,1.0615726898,1.322141498,1.4189084612,1.9741358571,2.6674803551,0.0878198622,0.4214964829,252.9707395349,323.6143085714,1.81530796197592E-008,0
126_movies_4,8.11834210155065E-008,0.275178121,-13.3645834606,-20.807469559,-4.7916222839,-19.3332900724,-15.7383772589,2.118240665,-20.2438169216,2.0963484325,1.8543678036,0.1391012817,-2.5816909752,-3.5399127688,0.2836350765,0.466979121,0.6840567185,1.0008338363,1.3005334075,1.4268384075,1.9789093625,2.654427105,0.0858522224,0.493363871,227.082458042,234.79386525,8.11834210155065E-008,0
126_movies_5,4.83781203694244E-008,0.2298897704,-14.6538696713,-15.5529283773,0.7179471911,-18.3769843008,-13.2850163977,-4.5435265835,-24.2636441752,-4.3084646406,-1.2710303308,-0.7664993487,-0.6381023508,-7.080607225,0.3089851746,0.4854072854,0.6922089355,1.0111863481,1.309573572,1.4159997751,1.9463010631,2.6473173905,0.0894691001,0.4699423684,183.9893464052,179.0141023669,4.83781203694244E-008,0
126_movies_6,2.68682873236783E-008,0.2092896569,-13.8099809927,-19.7579561913,-0.4432398059,-11.854084889,-16.2282565606,-6.0547512394,-19.9062155639,-5.6142393432,2.1678456041,0.5344856721,0.9386353437,-3.7204642544,0.3084169969,0.4642916732,0.7024907928,1.0521406213,1.3184460104,1.4227216353,1.9382452957,2.648530745,0.0907698316,0.4401505415,159.4162510879,164.7032259039,2.68682873236783E-008,0
127_movies_1,3.72765485498489E-008,0.2242379014,-16.2747844111,-18.3308610205,0.5465691413,-9.7429241942,-17.9876565664,-0.228539699,-18.8904285841,-5.6841639659,4.3047800085,-2.6206765819,-3.8973106865,-7.4684692761,0.3313542124,0.4839039982,0.6966514698,1.0077815293,1.3020850863,1.4262947806,1.9859279568,2.6574600054,0.1092263105,0.4056214178,164.7634765957,154.0761667266,3.72765485498489E-008,1
127_movies_2,8.29110228982298E-008,0.2621348691,-15.9487305173,-22.1445853253,2.762567505,-12.3430079954,-17.2989247713,-5.8316194089,-22.9335046418,-0.4549371163,0.7410024686,-2.6800546497,-3.5721382289,-8.4186027751,0.317026143,0.4722327461,0.6767632576,0.9818241736,1.3049827011,1.4220500985,1.9645195172,2.6450316634,0.0957918933,0.4538743887,168.4817463087,154.110536092,8.29110228982298E-008,1
127_movies_3,9.73154501125582E-008,0.2641882075,-12.6523743429,-22.0096510325,-3.5896333304,-14.9244344891,-16.8729523387,-3.1949341014,-21.7797342696,-4.3862726208,6.5304431779,-2.1663544171,0.829605603,-8.5611175459,0.2924683732,0.4644476052,0.6787983447,1.0056424573,1.3148900025,1.4265848635,1.9874052208,2.6549994392,0.0878497401,0.4439423104,197.0675319149,178.9822533499,9.73154501125582E-008,1
127_movies_4,8.58469159157089E-008,0.2514325844,-15.7983190115,-21.6591313268,-0.0152279623,-10.9876638889,-17.8648175508,-5.6674850905,-17.7569577451,-3.9563518446,4.5001749952,-0.5572210162,0.1859905177,-4.3317586094,0.3152276455,0.4684443885,0.6941886101,1.0075219031,1.3181375028,1.4326493201,1.9884181684,2.6515661033,0.0947635781,0.4381100234,195.0634684564,179.5362775218,8.58469159157089E-008,1
127_movies_5,4.95077776164371E-008,0.2342676337,-20.0446437751,-17.5411714484,-1.4441869417,-6.591425749,-14.2256563651,-6.6006657508,-18.2407232983,-3.0744986166,2.2316667178,-0.0907916636,0.3654218897,-3.4328086367,0.3437370989,0.5149302798,0.7449895527,1.0078144323,1.3133744198,1.4346646145,1.9726314148,2.6469138359,0.1210473876,0.4074138996,196.6027454545,177.2050922392,4.95077776164371E-008,1
128_movies_1,7.05961128013682E-006,1.344982646,-10.3554961749,-10.8656720747,-7.3105962065,-9.3402720647,-22.3356485916,-3.1446083055,-19.2542462158,-4.3435578706,5.2804158547,1.3035706748,1.1600727801,-8.2985364499,0.2560495106,0.4415725492,0.7486464919,0.9993526601,1.2287574244,1.3914611647,1.7986482984,2.5920983178,0.0697024337,0.6152792362,187.9238671733,177.5592899225,7.05961128013682E-006,0
128_movies_2,6.64949398811433E-006,1.3190292797,-9.3764682758,-11.2235943535,-9.6870124666,-7.0920072256,-16.1243880288,-6.2529648188,-16.5330318818,-5.7129391782,9.8981792446,1.6309841029,-0.434243528,-1.8857237273,0.2391609723,0.4314751474,0.7467113767,0.9860366685,1.234026409,1.38566226,1.7856720363,2.5907499924,0.0558931069,0.6227224901,175.7017501511,171.5265155067,6.64949398811433E-006,0
